"sold_price",".pred"
199000,192535.592957636
80000,173420.571049182
320000,250345.10882042
799000,614625.584090913
390000,318210.011286102
188000,254567.569401032
246000,254567.974364399
224900,238742.618176505
185000,207842.391454749
153000,189115.022840354
230000,258442.829581644
199900,216251.272848236
162500,206545.501147091
237497,264151.843937933
250000,288667.377651668
202000,227156.476302193
172900,176936.846028579
250000,251233.080808807
270000,329876.159570202
239900,266945.095534483
183000,261610.070435447
275000,280442.314200065
257090,268038.187800248
480000,604265.45643401
246500,311870.48671435
97500,109201.483889718
435000,503585.554952365
215000,222001.321358484
295000,345407.445207914
208500,218402.646886232
175000,202461.041766178
198000,211619.36411663
229500,241277.839762428
430477,372349.298191711
165000,219110.989912403
332800,329993.057100226
220400,239359.176201443
335000,347036.868913265
420000,406738.93657148
165000,191287.352887358
193000,189514.566630739
279900,328147.493387568
118500,126832.129165921
236043,245077.889893403
245900,227567.720708267
148000,125387.916818607
99000,148747.271274182
355000,432348.542983082
75000,122442.190132457
306000,453460.812860014
125000,140961.680932889
334000,334840.11860734
185000,179942.762831462
326000,371389.969489203
251900,261190.886808498
285000,300322.940422997
421500,631288.911649123
740000,716127.213947773
100000,152972.417813851
303837,264247.929790618
167000,176086.658485957
206000,209337.736028671
240399,235653.231767502
280000,310053.984107726
650000,567107.797505352
230000,282042.865245936
568092,458401.346003574
248065,240228.746119266
466900,574093.062013994
650000,627982.863477768
256755,257524.193625466
305000,284356.700089626
244972,278572.969671956
215000,247337.759993002
335000,350164.371208717
210000,233046.265733067
321000,234725.298939234
175000,174111.4597451
219900,259744.262602336
238900,254887.30312812
175000,172664.411408712
340000,318051.76455118
240000,248713.202784193
364900,422497.458471865
169000,149237.842645215
237000,246736.964643917
332000,248355.907282345
639350,633644.015129591
530000,568053.239253101
220000,171903.931845297
269900,267883.174294005
390000,324580.435606801
475000,454424.463030104
376500,329591.467269224
317000,326586.142816253
359700,286438.196610871
266200,325265.020630017
743000,728065.635517989
553452,390176.3145971
155000,163377.213514996
110000,81415.0198980048
195000,186499.644127666
139900,198891.339927928
140000,208491.18284635
300000,269453.941186544
400000,338469.86358287
362450,263297.601866899
450900,421407.523653599
111000,108241.675556229
310000,310771.796135607
165000,129615.739507079
212900,270363.169244772
167000,190567.156431371
206000,228012.305379314
322000,265575.02408214
295000,275535.688321654
138200,141466.781490852
237000,266866.900898796
127000,165427.826052455
275000,280116.974552429
159900,198357.638948569
87000,69145.8288941159
760000,567394.606274001
390000,324349.438640078
277000,274560.746500294
215000,219877.928318791
321567,374540.265916838
334458,352017.222196384
216000,235784.239884832
290900,294192.623665805
182000,270800.70279361
230000,293768.507738266
222499,385336.080863887
163000,165730.135031664
152200,145333.50763921
132000,124690.062088388
227021,252859.666577602
248325,266156.395276816
175000,180109.946718945
185000,204096.473331142
180000,246302.143480214
242000,270579.928084778
467239,514124.026868913
273303,298343.036826094
110000,114375.286920459
252000,250978.520893817
420000,419861.606706597
360000,298119.767279349
260000,239535.393118734
930000,504960.573860494
2250000,363221.219348477
134000,462989.100241367
210000,222127.221341466
219900,231821.093871166
215000,192943.438094744
183000,212451.198589745
141250,180024.911864993
178000,204583.14141571
231606,265019.947129109
239500,200765.776623149
262222,285547.416787118
225000,199974.727647114
355000,367862.516803642
212900,128606.506963545
252113,256629.050258561
184000,196668.18610563
204300,211060.145344815
218600,216409.228587001
211200,224028.162303417
182000,203296.476976038
95000,173022.201675394
195000,218180.625682219
185000,192984.199306059
220000,179304.715117862
90000,89672.409102023
270000,264342.26668729
161400,174341.185227872
236000,206373.55938966
209500,213665.133620757
225000,231767.767545124
270000,256723.581484882
574000,380415.54258585
205000,219866.434528288
215500,289986.498001189
218000,207978.52782947
278400,256362.170362782
157500,166000.389789291
390000,354464.055378674
280000,286717.289758111
345000,345994.455669347
255000,245149.183010893
288005,260410.718051506
200000,206981.705655868
333500,341513.452271496
358000,348131.714553477
275000,315906.350607581
200000,208726.086446653
201200,220368.940830206
177500,176156.566715696
223050,231160.036183866
247438,263212.632055967
182000,205257.44582046
489000,528404.404730507
312500,230589.460532072
275000,276530.340418851
444000,479554.121127314
625000,736396.283056364
385000,355043.865290574
175000,171609.804202566
140000,153258.907469741
254000,257856.459811763
208000,170772.205189801
135900,153717.597198553
119500,129530.613406673
166500,167609.706286309
153500,158287.273370109
195000,311314.423944982
170000,198173.6649976
305000,317396.062035779
197000,170014.568132374
329000,364135.459474733
219271,275280.897598766
158000,167947.210279327
238000,263788.290717401
165000,190852.628134255
148900,146459.617871722
196000,200355.079819341
162500,184135.65135503
265500,281935.152724608
143000,146746.569812139
442500,515441.325152238
175100,200329.598454711
190000,175877.021656867
161900,143987.286618451
165000,222151.624881757
328760,281762.688504485
272000,311716.594704442
265000,238022.20281644
190000,178424.055870815
252000,249388.261842472
244695,244789.463286893
260000,267559.485159774
124000,114573.826704192
227000,257548.052736265
192440,217146.159790998
195000,206179.524702266
